,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
2540,205cf4e6-f82d-11ee-9742-8fe73dcf2196_113_5_7,4,0.4065711624173447,right,Power Dynamics}.,thing,truth,other,see,"The verb 'see' is used metaphorically to convey the abstract concept of perceiving or understanding 'truth,' rather than describing a physical act of sight. Here, 'see' implies grasping or becoming aware of truth, which transcends its literal meaning of visual perception.",'You can never let them see the truth.'
2770,95b4c966-203b-4217-bc66-d83052b0cd99_154_2_5,4,0.4399965220110144,left,Influence,thing,nature,other,see,"The verb 'see' is used metaphorically to convey the perception of abstract qualities ('loving nature', 'genius', 'creativity') rather than describing a physical action. It transcends its literal meaning of visual perception to imply an intellectual or emotional recognition of the target noun's attributes.","'And you see her loving nature, her genius, her creativity.'"
5190,cc04eafc-ab03-11ec-82cc-631625b14811_466_4_6,4,0.46179874048700675,right,Security Concerns.,thing,uptick,spatial motion,seeing,"The verb 'seeing' is used metaphorically to describe the act of perceiving or noticing the uptick, which is a statistical increase rather than a physical object. The verb transcends its literal meaning of visual perception to convey abstract observation of a trend.","'And now we're seeing an uptick in cases in the U.S., especially New York City and the Northeast is getting hit now.'"
6399,661d9866-4392-4ad4-9fbe-b06000015ba6_332_2_0,4,0.47230493728687495,right,Citizens',person,We,other,see,"The verb 'see' is used metaphorically here to represent the process of evaluating or judging the legitimacy of the victory. It transcends its literal meaning of 'perceiving with the eyes' to convey the conceptual action of assessing or determining something's validity, which is not a physical action.",'We will see how illegitimate his victory actually was.'
3289,b596eadb-5fb6-493c-bad0-aee500175236_260_2_5,4,0.48622654269253723,right,Multinational Corporations,organization,companies,other,see,"The verb 'see' is used metaphorically to convey awareness or recognition of the companies' presence in the housing market, rather than describing a literal physical action of observing them. It transcends its original meaning to imply understanding or perceiving their activity.","'And you see all these companies on Wall Street, they're out there in the housing market, and they're gobbling up single-family homes by the hundreds as investment properties.'"
5106,95979075-4c7d-4001-8052-b3ca00215593_57_4_6,4,0.510009755742476,right,Power Dynamics.,thing,oil,other,see,"The verb 'see' is used metaphorically here to convey the desire to understand or be aware of the existence and implications of oil, rather than describing a literal physical act of viewing oil. The metaphorical aspect lies in the extended meaning of 'see' as 'understand' or 'perceive,' which transcends its literal definition of visual perception.",'We also want to see that oil and the proceeds from it.'
391,2b0054b4-ecea-44a4-855f-b3b6000e929c_458_6_5,4,0.5347556031658576,right,Other,thing,I,other,see,"The verb 'see' is used metaphorically to describe the speaker's internal perception or awareness of their own addiction, transcending the literal physical act of seeing. It implies a deeper understanding or recognition of the addiction's impact, rather than a direct visual observation.",'The one one addiction that I see that really is beginning to frighten me.'
3666,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_53_52_54,4,0.5377290630888023,left,Media',thing,partnership,spatial motion,seen,"The verb 'seen' is used metaphorically to describe the abstract noun 'partnership' as something that can be observed or perceived, even though partnerships are not physical entities. The verb transcends its literal meaning of visual perception to imply that the partnership is now evident or established, treating it as a tangible entity that can be 'seen'.",'and world leaders are asserting strength against donald trump and donald trump is showing weakness by the way make sure you hit subscribe to our youtube channel right now the midas touch network is on its way to six million subscribers we just started building out our washington dc bureau you've seen our partnership with status quo with cameramen on the ground reporters on the ground in minneapolis make sure you subscribe right now you may think you're subscribed but you may not actually be subscribed French President Emmanuel Macron posted the following.'
3735,3bdc5bfd-9705-46fd-99d7-b2360117c606_293_6_5,4,0.5512619633921263,right,Citizens',person,we,other,see,"The verb 'see' is used metaphorically here to convey understanding or realization rather than a literal physical action. The phrase 'we see where it all landed' implies that 'we' are comprehending or recognizing the outcome of an event, not literally observing a physical location. This transcends the verb's original meaning of visual perception.","'And, you know, we see where it all landed.'"
818,b1c9b328-b481-11ee-be0e-db459aa16660_45_1_0,4,0.6028389013329704,right,MAGA Republicans,person,They,other,see,"The verb 'see' is used metaphorically to convey the conceptual act of self-perception or identification, rather than describing a literal physical action. The phrase 'see themselves as' indicates a metaphorical use where 'see' represents 'perceive oneself as' or 'consider oneself to be,' which transcends its literal meaning of visual perception.","'They see themselves as the rightful inheritors of this country, and Trump has promised to give it back to them.'"
1758,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_178_3_5,4,0.642818124923404,right,Media,thing,lot,other,see,"The verb 'see' is used metaphorically to describe the availability or presence of the video, rather than the literal act of visually perceiving it. The phrase 'see a lot of this video around' implies encountering or coming across the video, not physically observing it, thus transcending its original meaning.",'You don't see a lot of this video around.'
1194,8ab20af6-746b-42e5-b500-b22f002135ae_561_3_5,4,0.7227139248437183,right,Other,thing,support,other,show,"The verb 'show' is used metaphorically to represent the expression of support, which is an abstract concept. The verb transcends its literal meaning of physically displaying something to convey the act of expressing support through actions, rather than describing a direct physical interaction with the target noun 'support'.","'Now, please show your support for heroes just like Bradley and their families.'"
2410,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_448_1_4,4,0.7987388837830446,right,Voter Groups,thing,support,other,show,"The verb 'show' is used metaphorically here to indicate 'indicate' or 'reveal' through data, rather than describing a physical action. Polls do not literally display support but provide evidence that suggests its state, transcending the source verb's literal meaning of visual display.",'Polls show dwindling black support for Biden.'
